sec_of_week,gps_week_number,utc,position_type,numsv,ins_status,temperature,latitude,longitude,altitude,north_velocity,east_velocity,ground_velocity,roll,pitch,heading,x_angular_velocity,y_angular_velocity,z_angular_velocity,x_acc,y_acc,z_acc,latitude_std,longitude_std,altitude_std,north_velocity_std,east_velocity_std,ground_velocity_std,roll_std,pitch_std,heading_std,atb_0,atb_1,atb_2,q_x,q_y,q_z,q_w,fl_wheel_vel,fr_wheel_vel,rl_wheel_vel,rr_wheel_vel,l_wheel_factor,r_wheel_factor,time_stamp,seq,time_valid,timestamp_sab_vehicle,x_angular_velocity_bias,y_angular_velocity_bias,z_angular_velocity_bias,x_acc_bias,y_acc_bias,z_acc_bias,gps_velocity,wheel_speed,dv
284322030,2272,1690354704.03,5,48,1,0.00,29.506103515625000,106.440178222656243,303.236,-15.180,0.867,0.106,2.022,-1.613,273.080,-0.048996371259055,1.113917501685415,0.083993779301233,0.512,0.941,11.617,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013589,0.018022,0.999377,0.027123,15.265625,15.250000,15.265625,15.359375,1.0053,1.0053,3810.03,357021,1,0,0,0,0,0,0,0,15.204739,15.285156,0.080417
284322040,2272,1690354704.04,5,48,1,0.00,29.506102973090279,106.440178222656243,303.241,-15.180,0.867,0.106,1.976,-1.547,273.084,-4.671654010659127,6.633508712909381,0.172987188322779,0.021,0.427,9.480,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013022,0.017599,0.999391,0.027143,15.250000,15.281250,15.250000,15.296875,1.0053,1.0053,3810.04,357022,1,0,0,0,0,0,0,0,15.204739,15.269531,0.064792
284322050,2272,1690354704.05,5,48,1,0.00,29.506102701822918,106.440178493923611,303.242,-15.180,0.867,0.106,1.973,-1.542,273.088,-0.208984522309025,0.515961787136152,0.375972154967428,0.491,0.249,7.348,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012977,0.017580,0.999391,0.027176,15.250000,15.281250,15.250000,15.296875,1.0053,1.0053,3810.05,357023,1,0,0,0,0,0,0,0,15.204739,15.269531,0.064792
284322060,2272,1690354704.06,5,48,1,0.00,29.506098361545138,106.440178493923611,303.246,-15.180,0.867,0.106,1.975,-1.575,273.090,0.142989410000909,-3.366750653657808,0.339974820981185,0.795,0.498,10.406,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013272,0.017600,0.999386,0.027200,15.218750,15.296875,15.218750,15.296875,1.0053,1.0053,3810.06,357024,1,0,0,0,0,0,0,0,15.204739,15.257812,0.053073
284322070,2272,1690354704.07,5,44,1,0.00,29.506098090277778,106.440178493923611,303.250,-15.180,0.867,0.106,1.948,-1.575,273.092,-2.726798049457928,0.082993853357171,0.186986151539651,0.793,-0.138,9.673,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013272,0.017362,0.999390,0.027213,15.218750,15.296875,15.218750,15.296875,1.0053,1.0053,3810.07,357025,1,0,0,0,0,0,0,0,15.204739,15.257812,0.053073
284322080,2272,1690354704.08,5,44,1,0.00,29.506097547743057,106.440178765190979,303.255,-15.180,0.867,0.106,1.984,-1.583,273.094,3.655729251491814,-0.777942384480481,0.140989558112785,0.628,0.185,10.387,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013332,0.017683,0.999383,0.027229,15.218750,15.296875,15.218750,15.296875,1.0053,1.0053,3810.08,357026,1,0,0,0,0,0,0,0,15.204739,15.257812,0.053073
284322090,2272,1690354704.09,5,44,1,0.00,29.506093207465277,106.440178765190979,303.259,-15.180,0.867,0.106,1.985,-1.557,273.093,0.066995038252174,2.505814415820155,-0.088993409021547,0.552,0.357,10.174,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013113,0.017684,0.999386,0.027225,15.296875,15.250000,15.296875,15.406250,1.0053,1.0053,3810.09,357027,1,0,0,0,0,0,0,0,15.204739,15.312500,0.107761
284322100,2272,1690354704.10,5,44,1,0.00,29.506092936197916,106.440178765190979,303.263,-15.180,0.867,0.106,1.985,-1.515,273.098,-0.017998666993123,4.204688594782024,0.273979708673072,0.428,0.145,8.458,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012743,0.017672,0.999391,0.027255,15.296875,15.250000,15.296875,15.406250,1.0053,1.0053,3810.10,357028,1,0,0,0,0,0,0,0,15.204739,15.312500,0.107761
284322110,2272,1690354704.11,5,44,1,0.00,29.506093207465277,106.440178765190979,303.267,-15.180,0.867,0.106,1.996,-1.517,273.100,1.148914909727596,-0.159988151049971,0.201985040700586,0.297,0.195,9.095,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012755,0.017773,0.999388,0.027273,15.265625,15.250000,15.265625,15.343750,1.0053,1.0053,3810.11,357029,1,0,0,0,0,0,0,0,15.204739,15.281250,0.076511
284322120,2272,1690354704.12,5,44,1,0.00,29.506092936197916,106.440183105468748,303.271,-15.180,0.867,0.106,1.994,-1.518,273.103,-0.170987336434657,-0.103992298182482,0.370972525247117,0.649,0.235,9.459,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012764,0.017758,0.999387,0.027305,15.265625,15.250000,15.265625,15.343750,1.0053,1.0053,3810.12,357030,1,0,0,0,0,0,0,0,15.204739,15.281250,0.076511
284322130,2272,1690354704.13,5,44,1,0.00,29.506087510850694,106.440183105468748,303.275,-15.180,0.867,0.106,2.014,-1.537,273.106,1.992852406516188,-1.943856035257137,0.353973784198057,0.642,0.330,9.956,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012929,0.017936,0.999381,0.027335,15.265625,15.250000,15.265625,15.343750,1.0053,1.0053,3810.13,357031,1,0,0,0,0,0,0,0,15.204739,15.281250,0.076511
284322140,2272,1690354704.14,5,44,1,0.00,29.506088324652779,106.440183105468748,303.279,-15.180,0.867,0.106,2.021,-1.531,273.108,0.695948457067368,0.652951641472689,0.139989632168722,0.729,0.536,9.618,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012871,0.017996,0.999381,0.027349,15.265625,15.281250,15.265625,15.406250,1.0053,1.0053,3810.14,357032,1,0,0,0,0,0,0,0,15.204739,15.304688,0.099948
284322150,2272,1690354704.15,5,44,1,0.00,29.506087782118055,106.440183376736115,303.285,-15.180,0.867,0.106,2.026,-1.527,273.107,0.491963564478657,0.367972747414930,-0.047996445314992,0.385,1.132,9.511,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012835,0.018038,0.999380,0.027346,15.265625,15.281250,15.265625,15.406250,1.0053,1.0053,3810.15,357033,1,0,0,0,0,0,0,0,15.204739,15.304688,0.099948
284322160,2272,1690354704.16,5,44,1,0.00,29.506087510850694,106.440183376736115,303.289,-15.180,0.867,0.106,2.021,-1.519,273.107,-0.518961564968342,0.760943643431419,-0.037997185874369,0.655,0.648,9.107,50,50,50,132,212,147,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012769,0.017990,0.999382,0.027343,15.265625,15.281250,15.265625,15.406250,1.0053,1.0053,3810.16,357034,1,0,0,0,0,0,0,0,15.204739,15.304688,0.099948
284322170,2272,1690354704.17,5,44,1,0.00,29.506082899305557,106.440183376736115,303.293,-15.447,0.920,-0.687,2.022,-1.508,273.106,0.117991261399352,1.116917279517602,-0.141989484056850,0.113,-0.034,9.181,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012671,0.017998,0.999383,0.027333,15.281250,15.296875,15.281250,15.296875,1.0053,1.0053,3810.17,357035,1,0,0,0,0,0,0,0,15.474373,15.289062,0.185310
284322180,2272,1690354704.18,5,44,1,0.00,29.506082899305557,106.440183648003469,303.297,-15.447,0.920,-0.687,2.041,-1.522,273.104,1.922857590431826,-1.424894470288797,-0.171987262378719,0.709,0.341,9.396,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012790,0.018170,0.999379,0.027317,15.281250,15.296875,15.281250,15.296875,1.0053,1.0053,3810.18,357036,1,0,0,0,0,0,0,0,15.474373,15.289062,0.185310
284322190,2272,1690354704.19,5,44,1,0.00,29.506083441840278,106.440183648003469,303.301,-15.447,0.920,-0.687,2.042,-1.522,273.103,0.010999185384684,0.006999481608435,-0.043996741538743,0.709,1.070,9.965,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012790,0.018171,0.999379,0.027313,15.281250,15.296875,15.281250,15.296875,1.0053,1.0053,3810.19,357037,1,0,0,0,0,0,0,0,15.474373,15.289062,0.185310
284322200,2272,1690354704.20,5,44,1,0.00,29.506077745225696,106.440183648003469,303.305,-15.447,0.920,-0.687,2.018,-1.506,273.105,-2.354825598266748,1.648877881758752,0.107992001958728,0.493,0.011,8.301,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012652,0.017962,0.999385,0.027323,15.281250,15.328125,15.281250,15.453125,1.0053,1.0053,3810.20,357038,1,0,0,0,0,0,0,0,15.474373,15.335938,0.138435
284322210,2272,1690354704.21,5,44,1,0.00,29.506077473958332,106.440183919270837,303.309,-15.447,0.920,-0.687,2.016,-1.524,273.107,-0.183986373707467,-1.891859886165897,0.214984077973396,0.263,0.701,9.164,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012814,0.017951,0.999383,0.027338,15.281250,15.328125,15.281250,15.453125,1.0053,1.0053,3810.21,357039,1,0,0,0,0,0,0,0,15.474373,15.335938,0.138435
284322220,2272,1690354704.22,5,44,1,0.00,29.506078016493056,106.440183919270837,303.313,-15.447,0.920,-0.687,1.996,-1.526,273.104,-2.017850555117748,-0.161988002938096,-0.238982300630894,0.858,0.399,9.478,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012833,0.017776,0.999386,0.027315,15.312500,15.281250,15.312500,15.406250,1.0053,1.0053,3810.22,357040,1,0,0,0,0,0,0,0,15.474373,15.328125,0.146248
284322230,2272,1690354704.23,5,44,1,0.00,29.506077745225696,106.440183919270837,303.316,-15.447,0.920,-0.687,2.006,-1.512,273.101,1.011925055391059,1.341900616931622,-0.386971340352116,0.425,0.413,8.377,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.012709,0.017862,0.999387,0.027284,15.312500,15.281250,15.312500,15.406250,1.0053,1.0053,3810.23,357041,1,0,0,0,0,0,0,0,15.474373,15.328125,0.146248
284322240,2272,1690354704.24,5,44,1,0.00,29.506073404947916,106.440183105468748,303.320,-15.447,0.920,-0.687,2.024,-1.549,273.097,1.685875141689058,-3.745722586457425,-0.294978153498384,0.696,0.782,8.538,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013032,0.018018,0.999381,0.027254,15.312500,15.281250,15.312500,15.406250,1.0053,1.0053,3810.24,357042,1,0,0,0,0,0,0,0,15.474373,15.328125,0.146248
284322250,2272,1690354704.25,5,44,1,0.00,29.506073133680555,106.440183105468748,303.326,-15.447,0.920,-0.687,2.012,-1.585,273.094,-1.196911355042590,-3.621731769393698,-0.147989039721224,0.622,0.290,9.776,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013350,0.017923,0.999379,0.027234,15.343750,15.328125,15.343750,15.406250,1.0053,1.0053,3810.25,357043,1,0,0,0,0,0,0,0,15.474373,15.355469,0.118904
284322260,2272,1690354704.26,5,44,1,0.00,29.506073404947916,106.440183105468748,303.330,-15.447,0.920,-0.687,2.017,-1.617,273.091,0.467965341821161,-3.246759540370331,-0.119991113287479,0.879,-0.197,10.047,50,50,50,142,274,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013627,0.017977,0.999375,0.027219,15.343750,15.328125,15.343750,15.406250,1.0053,1.0053,3810.26,357044,1,0,0,0,0,0,0,0,15.474373,15.355469,0.118904
284322270,2272,1690354704.27,5,44,1,0.00,29.506067979600694,106.440183376736115,303.334,-15.503,0.862,-0.837,2.025,-1.609,273.090,0.780942162312665,0.773942680704229,-0.192985707204028,0.495,0.143,9.963,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013557,0.018044,0.999375,0.027204,15.343750,15.281250,15.343750,15.421875,1.0053,1.0053,3810.27,357045,1,0,0,0,0,0,0,0,15.526946,15.347656,0.179290
284322280,2272,1690354704.28,5,44,1,0.00,29.506067708333333,106.440183376736115,303.338,-15.503,0.862,-0.837,2.031,-1.589,273.088,0.641952456088003,2.050848111271802,-0.200985114756526,0.534,0.124,7.985,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013376,0.018096,0.999377,0.027190,15.343750,15.281250,15.343750,15.421875,1.0053,1.0053,3810.28,357046,1,0,0,0,0,0,0,0,15.526946,15.347656,0.179290
284322290,2272,1690354704.29,5,44,1,0.00,29.506068250868054,106.440183376736115,303.342,-15.503,0.862,-0.837,2.026,-1.601,273.087,-0.543959713569900,-1.214910022035711,-0.112991631679043,0.398,0.460,8.564,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013483,0.018052,0.999376,0.027178,15.343750,15.281250,15.343750,15.421875,1.0053,1.0053,3810.29,357047,1,0,0,0,0,0,0,0,15.526946,15.347656,0.179290
284322300,2272,1690354704.30,5,44,1,0.00,29.506067979600694,106.440183648003469,303.345,-15.503,0.862,-0.837,2.023,-1.632,273.087,-0.334975191260876,-3.122768723306604,0.161988002938093,1.000,1.028,9.058,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.013757,0.018030,0.999373,0.027186,15.296875,15.328125,15.296875,15.515625,1.0053,1.0053,3810.30,357048,1,0,0,0,0,0,0,0,15.526946,15.359375,0.167571
284322310,2272,1690354704.31,5,44,1,0.00,29.506062554253472,106.440183648003469,303.349,-15.503,0.862,-0.837,2.004,-1.663,273.086,-1.910858479103081,-3.140767390299726,-0.064995186364052,0.671,0.032,9.925,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014031,0.017872,0.999372,0.027174,15.296875,15.328125,15.296875,15.515625,1.0053,1.0053,3810.31,357049,1,0,0,0,0,0,0,0,15.526946,15.359375,0.167571
284322320,2272,1690354704.32,5,44,1,0.00,29.506063368055557,106.440183648003469,303.352,-15.503,0.862,-0.837,2.004,-1.685,273.085,0.008999333496559,-2.167839446727096,0.009999259440622,0.422,0.226,9.095,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014220,0.017878,0.999369,0.027171,15.359375,15.421875,15.359375,15.437500,1.0053,1.0053,3810.32,357050,1,0,0,0,0,0,0,0,15.526946,15.394531,0.132415
284322330,2272,1690354704.33,5,44,1,0.00,29.506062825520832,106.440183648003469,303.356,-15.503,0.862,-0.837,2.014,-1.717,273.081,1.001925795950436,-3.283756800300637,-0.229982967134333,0.949,0.248,9.904,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014502,0.017974,0.999364,0.027147,15.359375,15.421875,15.359375,15.437500,1.0053,1.0053,3810.33,357051,1,0,0,0,0,0,0,0,15.526946,15.394531,0.132415
284322340,2272,1690354704.34,5,44,1,0.00,29.506062554253472,106.440183105468748,303.360,-15.503,0.862,-0.837,2.016,-1.732,273.079,0.194985559092150,-1.483890100988474,-0.190985855315903,0.695,0.022,10.562,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014631,0.017995,0.999362,0.027128,15.359375,15.421875,15.359375,15.437500,1.0053,1.0053,3810.34,357052,1,0,0,0,0,0,0,0,15.526946,15.394531,0.132415
284322350,2272,1690354704.35,5,44,1,0.00,29.506057942708335,106.440183105468748,303.366,-15.503,0.862,-0.837,2.026,-1.724,273.079,0.971928017628567,0.773942680704229,-0.051996149091242,0.628,0.389,8.305,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014561,0.018079,0.999362,0.027126,15.375000,15.296875,15.375000,15.453125,1.0053,1.0053,3810.35,357053,1,0,0,0,0,0,0,0,15.526946,15.375000,0.151946
284322360,2272,1690354704.36,5,44,1,0.00,29.506057671440971,106.440183105468748,303.370,-15.503,0.862,-0.837,2.021,-1.776,273.077,-0.514961861192093,-5.211614020452775,0.015998815104996,0.520,0.962,10.954,50,50,50,138,270,169,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015015,0.018050,0.999356,0.027118,15.375000,15.296875,15.375000,15.453125,1.0053,1.0053,3810.36,357054,1,0,0,0,0,0,0,0,15.526946,15.375000,0.151946
284322370,2272,1690354704.37,5,44,1,0.00,29.506058213975695,106.440183376736115,303.373,-15.487,0.791,-0.665,1.968,-1.758,273.079,-5.381601430943369,1.835864033298405,0.113991557623102,1.057,0.195,9.795,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014867,0.017577,0.999367,0.027124,15.343750,15.343750,15.343750,15.468750,1.0053,1.0053,3810.37,357055,1,0,0,0,0,0,0,0,15.507187,15.375000,0.132187
284322380,2272,1690354704.38,5,44,1,0.00,29.506052788628473,106.440183376736115,303.377,-15.487,0.791,-0.665,1.981,-1.791,273.080,1.392896840078800,-3.318754208342817,0.236982448742767,0.639,0.202,9.161,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015152,0.017706,0.999360,0.027141,15.343750,15.343750,15.343750,15.468750,1.0053,1.0053,3810.38,357056,1,0,0,0,0,0,0,0,15.507187,15.375000,0.132187
284322390,2272,1690354704.39,5,44,1,0.00,29.506052517361113,106.440183648003469,303.381,-15.487,0.791,-0.665,1.959,-1.799,273.078,-2.273831596797701,-0.837937941124219,-0.171987262378719,0.899,0.661,10.540,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015230,0.017510,0.999362,0.027122,15.343750,15.343750,15.343750,15.468750,1.0053,1.0053,3810.39,357057,1,0,0,0,0,0,0,0,15.507187,15.375000,0.132187
284322400,2272,1690354704.40,5,44,1,0.00,29.506053059895834,106.440183648003469,303.385,-15.487,0.791,-0.665,1.950,-1.825,273.076,-0.889934090215460,-2.569809676240145,-0.061995408531865,0.647,0.098,10.887,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015456,0.017439,0.999360,0.027111,15.390625,15.375000,15.390625,15.390625,1.0053,1.0053,3810.40,357058,1,0,0,0,0,0,0,0,15.507187,15.386719,0.120468
284322410,2272,1690354704.41,5,44,1,0.00,29.506052517361113,106.440183648003469,303.389,-15.487,0.791,-0.665,1.967,-1.842,273.076,1.713873068122803,-1.685875141689061,0.013998963216871,0.598,0.729,11.112,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015600,0.017594,0.999355,0.027112,15.390625,15.375000,15.390625,15.390625,1.0053,1.0053,3810.41,357059,1,0,0,0,0,0,0,0,15.507187,15.386719,0.120468
284322420,2272,1690354704.42,5,44,1,0.00,29.506048177083333,106.440183648003469,303.393,-15.487,0.791,-0.665,1.938,-1.824,273.076,-2.905784793445083,1.800866625256224,-0.067994964196239,0.938,0.266,10.641,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015450,0.017337,0.999362,0.027105,15.390625,15.359375,15.390625,15.421875,1.0053,1.0053,3810.42,357060,1,0,0,0,0,0,0,0,15.507187,15.390625,0.116562
284322430,2272,1690354704.43,5,44,1,0.00,29.506047905815972,106.440183919270837,303.397,-15.487,0.791,-0.665,1.909,-1.818,273.077,-2.924783386382266,0.594955936717075,0.116991335455289,0.457,-0.057,9.747,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015407,0.017080,0.999367,0.027112,15.390625,15.359375,15.390625,15.421875,1.0053,1.0053,3810.43,357061,1,0,0,0,0,0,0,0,15.507187,15.390625,0.116562
284322440,2272,1690354704.44,5,44,1,0.00,29.506048448350693,106.440183919270837,303.401,-15.487,0.791,-0.665,1.894,-1.806,273.082,-1.513887879310343,1.244907800357578,0.404970007345235,1.227,0.482,9.790,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015303,0.016945,0.999370,0.027147,15.390625,15.359375,15.390625,15.421875,1.0053,1.0053,3810.44,357062,1,0,0,0,0,0,0,0,15.507187,15.390625,0.116562
284322450,2272,1690354704.45,5,44,1,0.00,29.506043023003471,106.440183919270837,303.405,-15.487,0.791,-0.665,1.869,-1.795,273.085,-2.518813453092967,1.144915205951347,0.319976302099939,0.504,0.149,9.642,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015209,0.016723,0.999375,0.027173,15.359375,15.437500,15.359375,15.500000,1.0053,1.0053,3810.45,357063,1,0,0,0,0,0,0,0,15.507187,15.414062,0.093125
284322460,2272,1690354704.46,5,44,1,0.00,29.506042751736111,106.440183105468748,303.409,-15.487,0.791,-0.665,1.856,-1.800,273.087,-1.343900468819750,-0.551959121122398,0.190985855315900,0.506,0.228,9.566,50,50,50,140,288,172,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015263,0.016616,0.999375,0.027186,15.359375,15.437500,15.359375,15.500000,1.0053,1.0053,3810.46,357064,1,0,0,0,0,0,0,0,15.507187,15.414062,0.093125
284322470,2272,1690354704.47,5,44,1,0.00,29.506043023003471,106.440183105468748,303.414,-15.430,0.758,-0.425,1.869,-1.830,273.087,1.321902098050376,-2.916783978829768,0.155988447273719,0.977,1.431,11.199,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015514,0.016739,0.999369,0.027197,15.359375,15.437500,15.359375,15.500000,1.0053,1.0053,3810.47,357065,1,0,0,0,0,0,0,0,15.448607,15.414062,0.034545
284322480,2272,1690354704.48,5,44,1,0.00,29.506042751736111,106.440183105468748,303.418,-15.430,0.758,-0.425,1.849,-1.828,273.086,-2.021850258893998,0.145989187833096,-0.190985855315903,1.160,0.372,11.132,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015506,0.016562,0.999373,0.027177,15.437500,15.406250,15.437500,15.468750,1.0053,1.0053,3810.48,357066,1,0,0,0,0,0,0,0,15.448607,15.437500,0.011107
284322490,2272,1690354704.49,5,44,1,0.00,29.506038411458334,106.440183376736115,303.422,-15.430,0.758,-0.425,1.835,-1.805,273.086,-1.424894470288797,2.312828708616128,-0.061995408531865,0.674,0.025,9.469,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015306,0.016433,0.999378,0.027173,15.437500,15.406250,15.437500,15.468750,1.0053,1.0053,3810.49,357067,1,0,0,0,0,0,0,0,15.448607,15.437500,0.011107
284322500,2272,1690354704.50,5,44,1,0.00,29.506038140190974,106.440183376736115,303.427,-15.430,0.758,-0.425,1.826,-1.802,273.085,-0.889934090215460,0.296978005386506,-0.023998222657497,0.080,0.295,10.446,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015283,0.016355,0.999380,0.027170,15.390625,15.421875,15.390625,15.453125,1.0053,1.0053,3810.50,357068,1,0,0,0,0,0,0,0,15.448607,15.414062,0.034545
284322510,2272,1690354704.51,5,44,1,0.00,29.506037597656249,106.440183376736115,303.431,-15.430,0.758,-0.425,1.805,-1.788,273.088,-2.076846185817425,1.394896691966925,0.176986892099028,1.041,-0.089,12.474,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.015167,0.016172,0.999384,0.027186,15.390625,15.421875,15.390625,15.453125,1.0053,1.0053,3810.51,357069,1,0,0,0,0,0,0,0,15.448607,15.414062,0.034545
284322520,2272,1690354704.52,5,44,1,0.00,29.506033257378473,106.440183648003469,303.436,-15.430,0.758,-0.425,1.808,-1.714,273.095,0.262980523288387,7.422450282774546,0.526960972520837,0.866,0.802,7.403,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014519,0.016177,0.999392,0.027242,15.390625,15.421875,15.390625,15.453125,1.0053,1.0053,3810.52,357070,1,0,0,0,0,0,0,0,15.448607,15.414062,0.034545
284322530,2272,1690354704.53,5,44,1,0.00,29.506032714843752,106.440183648003469,303.440,-15.430,0.758,-0.425,1.813,-1.750,273.100,0.477964601261784,-3.609732658064950,0.533960454129274,0.672,-0.304,9.109,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014834,0.016227,0.999385,0.027284,15.406250,15.421875,15.406250,15.546875,1.0053,1.0053,3810.53,357071,1,0,0,0,0,0,0,0,15.448607,15.445312,0.003295
284322540,2272,1690354704.54,5,44,1,0.00,29.506033257378473,106.440183648003469,303.445,-15.430,0.758,-0.425,1.763,-1.732,273.099,-4.933634608003453,1.807866106864660,-0.065995112308114,0.515,1.099,11.632,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014687,0.015792,0.999395,0.027274,15.406250,15.421875,15.406250,15.546875,1.0053,1.0053,3810.54,357072,1,0,0,0,0,0,0,0,15.448607,15.445312,0.003295
284322550,2272,1690354704.55,5,44,1,0.00,29.506032986111112,106.440183648003469,303.448,-15.430,0.758,-0.425,1.777,-1.718,273.100,1.373898247141616,1.374898173085679,-0.004999629720313,1.008,-0.013,10.274,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014563,0.015909,0.999395,0.027277,15.437500,15.390625,15.437500,15.515625,1.0053,1.0053,3810.55,357073,1,0,0,0,0,0,0,0,15.448607,15.445312,0.003295
284322560,2272,1690354704.56,5,44,1,0.00,29.506027560763890,106.440183919270837,303.453,-15.430,0.758,-0.425,1.801,-1.692,273.098,2.391822858197051,2.640804418268567,-0.219983707693710,0.429,0.680,9.381,50,50,50,139,295,173,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014325,0.016115,0.999395,0.027265,15.437500,15.390625,15.437500,15.515625,1.0053,1.0053,3810.56,357074,1,0,0,0,0,0,0,0,15.448607,15.445312,0.003295
284322570,2272,1690354704.57,5,44,1,0.00,29.506028374565972,106.440183919270837,303.457,-15.453,0.782,-0.166,1.778,-1.680,273.099,-2.349825968546436,1.151914687559783,0.046996519370927,0.679,0.458,8.116,50,50,50,136,309,180,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014231,0.015907,0.999400,0.027268,15.406250,15.421875,15.406250,15.468750,1.0053,1.0053,3810.57,357075,1,0,0,0,0,0,0,0,15.472774,15.425781,0.046993
284322580,2272,1690354704.58,5,44,1,0.00,29.506027832031251,106.440183105468748,303.462,-15.453,0.782,-0.166,1.765,-1.714,273.101,-1.248907504133830,-3.335752949391876,0.318976376155876,0.774,0.157,10.887,50,50,50,136,309,180,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014526,0.015806,0.999397,0.027289,15.406250,15.421875,15.406250,15.468750,1.0053,1.0053,3810.58,357076,1,0,0,0,0,0,0,0,15.472774,15.425781,0.046993
284322590,2272,1690354704.59,5,44,1,0.00,29.506023220486110,106.440183105468748,303.466,-15.453,0.782,-0.166,1.755,-1.704,273.105,-1.020924388887623,0.937930535530448,0.323976005876188,0.637,0.537,10.891,50,50,50,136,309,180,0.100,0.100,0.100,-0.000029,0.008435,0.003327,-0.014447,0.015715,0.999398,0.027317,15.406250,15.421875,15.406250,15.468750,1.0053,1.0053,3810.59,357077,1,0,0,0,0,0,0,0,15.472774,15.425781,0.046993
