,,,,,,,y,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260980,2280,1694915043,5,44,0,1582.4,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,0.023998223,-0.030997704,0.038997112,-0.092,-0.468,9.798,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.4,127682,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6260990,2280,1694915043,5,44,0,1582.41,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,0.043996742,-0.075994372,-0.058995631,-0.089,-0.464,9.775,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.41,127683,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261000,2280,1694915043,5,44,0,1582.42,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.011999111,-0.060995483,-0.032997556,-0.091,-0.464,9.777,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.42,127684,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261010,2280,1694915043,5,44,0,1582.43,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.010999185,0.007999408,-1E-15,-0.093,-0.465,9.781,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.43,127685,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261020,2280,1694915043,5,44,0,1582.44,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.027997926,0.013998963,-0.059995557,-0.089,-0.468,9.799,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.44,127686,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261030,2280,1694915043,5,44,0,1582.45,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,0.017998667,-0.034997408,0.005999556,-0.084,-0.472,9.775,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.45,127687,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261040,2280,1694915043,5,44,0,1582.46,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.03199763,-0.021998371,0.028997852,-0.092,-0.479,9.778,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.46,127688,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261050,2280,1694915043,5,44,0,1582.47,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,0.002999778,-0.008999333,-0.107992002,-0.077,-0.475,9.809,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.47,127689,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261060,2280,1694915043,5,44,0,1582.48,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.03699726,0.030997704,-0.049996297,-0.086,-0.475,9.791,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.48,127690,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261070,2280,1694915043,5,44,0,1582.49,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.006,0,0,0,-0.053996001,0.072994594,-0.013998963,-0.094,-0.482,9.785,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.49,127691,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261080,2280,1694915043,5,44,0,1582.5,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,-0.050996223,0.043996742,0.013998963,-0.085,-0.487,9.805,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.5,127692,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261090,2280,1694915043,5,44,0,1582.51,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,-0.060995483,-0.00499963,-1E-15,-0.087,-0.487,9.797,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.51,127693,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261100,2280,1694915043,5,44,0,1582.52,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,-0.071994668,0.020998445,0.029997778,-0.088,-0.483,9.786,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.52,127694,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261110,2280,1694915043,5,44,0,1582.53,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.025998075,-0.034997408,-0.015998815,-0.081,-0.49,9.806,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.53,127695,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261120,2280,1694915043,5,44,0,1582.54,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.056995779,-0.021998371,0.027997926,-0.08,-0.481,9.801,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.54,127696,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261130,2280,1694915043,5,44,0,1582.55,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.012999037,0.045996593,0.003999704,-0.084,-0.482,9.803,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.55,127697,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261140,2280,1694915043,5,44,0,1582.56,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.010999185,-0.066995038,0.018998593,-0.086,-0.486,9.798,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.56,127698,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261150,2280,1694915043,5,44,0,1582.57,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.076994298,-0.028997852,-0.025998075,-0.076,-0.483,9.812,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.57,127699,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261160,2280,1694915043,5,44,0,1582.58,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,-0.007999408,-0.061995409,-0.022998297,-0.08,-0.481,9.806,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.58,127700,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261170,2280,1694915043,5,44,0,1582.59,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.002,0.005,0,0,0,0.006999482,-0.099992594,0.085993631,-0.091,-0.484,9.788,0,0,0,41,58,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.59,127701,1,0,0,0,0,0,0,0,0.002236,0,0.002236
6261180,2280,1694915043,5,44,0,1582.6,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.053996001,0.027997926,-0.006999482,-0.082,-0.486,9.808,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.6,127702,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261190,2280,1694915043,5,44,0,1582.61,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.016998741,-0.015998815,0.001999852,-0.074,-0.477,9.819,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.61,127703,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261200,2280,1694915043,5,44,0,1582.62,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.060995483,0.010999185,-0.001999852,-0.094,-0.471,9.786,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.62,127704,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261210,2280,1694915043,5,44,0,1582.63,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.091993187,-0.00499963,-0.040996964,-0.093,-0.48,9.807,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.63,127705,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261220,2280,1694915043,5,44,0,1582.64,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.088993409,-0.057995705,0.034997408,-0.086,-0.469,9.813,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.64,127706,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261230,2280,1694915043,5,44,0,1582.65,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.052996075,0.00499963,-0.005999556,-0.089,-0.464,9.784,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.65,127707,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261240,2280,1694915043,5,44,0,1582.66,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,-0.00499963,0.005999556,0.024998149,-0.095,-0.462,9.795,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.66,127708,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261250,2280,1694915043,5,44,0,1582.67,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.058995631,-0.015998815,0.058995631,-0.088,-0.47,9.805,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.67,127709,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261260,2280,1694915043,5,44,0,1582.68,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,0.055995853,0.107992002,0.074994446,-0.09,-0.464,9.804,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.68,127710,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261270,2280,1694915043,5,44,0,1582.69,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.003,0.005,0,0,0,-0.006999482,0.061995409,0.037997186,-0.09,-0.464,9.784,0,0,0,40,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.69,127711,1,0,0,0,0,0,0,0,0.003162,0,0.003162
6261280,2280,1694915043,5,44,0,1582.7,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.066995038,-0.043996742,-0.03199763,-0.084,-0.466,9.781,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.7,127712,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261290,2280,1694915043,5,44,0,1582.71,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.043996742,0.030997704,0.024998149,-0.088,-0.457,9.8,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.71,127713,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261300,2280,1694915043,5,44,0,1582.72,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.039997038,0.007999408,0.101992446,-0.09,-0.461,9.782,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.72,127714,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261310,2280,1694915043,5,44,0,1582.73,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.014998889,0.037997186,0.007999408,-0.089,-0.461,9.782,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.73,127715,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261320,2280,1694915043,5,44,0,1582.74,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.032997556,0.093993039,0.032997556,-0.079,-0.47,9.793,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.74,127716,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261330,2280,1694915043,5,44,0,1582.75,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.050996223,-0.064995186,0.049996297,-0.089,-0.465,9.787,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.75,127717,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261340,2280,1694915043,5,44,0,1582.76,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.053996001,0.039997038,0.07399452,-0.094,-0.463,9.781,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.76,127718,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261350,2280,1694915043,5,44,0,1582.77,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.007999408,0.047996445,0.002999778,-0.08,-0.473,9.791,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.77,127719,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261360,2280,1694915043,5,44,0,1582.78,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.044996667,-0.024998149,-0.020998445,-0.08,-0.464,9.787,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.78,127720,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261370,2280,1694915043,5,44,0,1582.79,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.057995705,-0.007999408,0.032997556,-0.102,-0.459,9.775,0,0,0,41,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.79,127721,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261380,2280,1694915043,5,44,0,1582.8,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.048996371,0.056995779,0.033997482,-0.092,-0.464,9.775,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.8,127722,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261390,2280,1694915043,5,44,0,1582.81,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.030997704,-0.058995631,0.008999333,-0.092,-0.466,9.79,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.81,127723,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261400,2280,1694915043,5,44,0,1582.82,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.026998,-0.021998371,-0.028997852,-0.089,-0.465,9.796,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.82,127724,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261410,2280,1694915043,5,44,0,1582.83,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,0.018998593,-0.010999185,-0.015998815,-0.096,-0.461,9.787,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.83,127725,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261420,2280,1694915043,5,44,0,1582.84,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.043996742,-0.060995483,0.029997778,-0.084,-0.47,9.805,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.84,127726,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261430,2280,1694915043,5,44,0,1582.85,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.021998371,0.011999111,0.026998,-0.097,-0.471,9.812,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.85,127727,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261440,2280,1694915043,5,44,0,1582.86,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.030997704,-0.018998593,0.052996075,-0.099,-0.472,9.79,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.86,127728,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261450,2280,1694915043,5,44,0,1582.87,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.065995112,-0.136989854,-0.051996149,-0.089,-0.476,9.804,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.87,127729,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261460,2280,1694915043,5,44,0,1582.88,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.014998889,0.015998815,-0.018998593,-0.085,-0.469,9.806,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.88,127730,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261470,2280,1694915043,5,44,0,1582.89,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0.001,0.005,0,0,0,-0.010999185,0.040996964,0.001999852,-0.095,-0.477,9.784,0,0,0,39,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.89,127731,1,0,0,0,0,0,0,0,0.001414,0,0.001414
6261480,2280,1694915043,5,44,0,1582.9,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.046996519,-0.028997852,0.005999556,-0.091,-0.469,9.789,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.9,127732,1,0,0,0,0,0,0,0,0,0,0
6261490,2280,1694915043,5,44,0,1582.91,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,0.052996075,-0.102992372,-0.015998815,-0.088,-0.477,9.809,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.91,127733,1,0,0,0,0,0,0,0,0,0,0
6261500,2280,1694915044,5,44,0,1582.92,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.013998963,-0.030997704,-0.006999482,-0.094,-0.478,9.81,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.92,127734,1,0,0,0,0,0,0,0,0,0,0
6261510,2280,1694915044,5,44,0,1582.93,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.00499963,-0.012999037,-0.03199763,-0.084,-0.483,9.796,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.93,127735,1,0,0,0,0,0,0,0,0,0,0
6261520,2280,1694915044,5,44,0,1582.94,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.024998149,-0.012999037,0.008999333,-0.083,-0.488,9.793,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.94,127736,1,0,0,0,0,0,0,0,0,0,0
6261530,2280,1694915044,5,44,0,1582.95,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.020998445,-0.094992965,0.057995705,-0.082,-0.485,9.804,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.95,127737,1,0,0,0,0,0,0,0,0,0,0
6261540,2280,1694915044,5,44,0,1582.96,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,0.060995483,-0.009999259,0.030997704,-0.088,-0.474,9.786,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.96,127738,1,0,0,0,0,0,0,0,0,0,0
6261550,2280,1694915044,5,44,0,1582.97,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,0.012999037,-0.052996075,-0.047996445,-0.086,-0.473,9.794,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.97,127739,1,0,0,0,0,0,0,0,0,0,0
6261560,2280,1694915044,5,44,0,1582.98,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,0.012999037,-0.00499963,-0.087993483,-0.082,-0.477,9.819,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.98,127740,1,0,0,0,0,0,0,0,0,0,0
6261570,2280,1694915044,5,44,0,1582.99,0.000000000000000000000 ,0.000000000000000000000 ,0,0,0,0.004,0,0,0,-0.003999704,-0.054995927,0.030997704,-0.087,-0.471,9.792,0,0,0,39,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1582.99,127741,1,0,0,0,0,0,0,0,0,0,0
6261580,2280,1694915044,5,44,0,1583,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,-1E-15,0.069994816,-0.086993557,-0.092,-0.484,9.781,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583,127742,1,0,0,0,0,0,0,0,0.001,0,0.001
6261590,2280,1694915044,5,44,0,1583.01,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.047996445,-0.061995409,-0.04199689,-0.084,-0.477,9.806,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.01,127743,1,0,0,0,0,0,0,0,0.001,0,0.001
6261600,2280,1694915044,5,44,0,1583.02,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,-1E-15,-0.080994001,-0.048996371,-0.087,-0.474,9.795,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.02,127744,1,0,0,0,0,0,0,0,0.001,0,0.001
6261610,2280,1694915044,5,44,0,1583.03,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,-0.03699726,0.150988818,0.003999704,-0.092,-0.471,9.794,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.03,127745,1,0,0,0,0,0,0,0,0.001,0,0.001
6261620,2280,1694915044,5,44,0,1583.04,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.019998519,-0.039997038,0.019998519,-0.086,-0.474,9.787,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.04,127746,1,0,0,0,0,0,0,0,0.001,0,0.001
6261630,2280,1694915044,5,44,0,1583.05,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.077994224,0.020998445,-0.057995705,-0.082,-0.473,9.805,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.05,127747,1,0,0,0,0,0,0,0,0.001,0,0.001
6261640,2280,1694915044,5,44,0,1583.06,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.020998445,0.009999259,-0.050996223,-0.079,-0.474,9.789,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.06,127748,1,0,0,0,0,0,0,0,0.001,0,0.001
6261650,2280,1694915044,5,44,0,1583.07,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,-0.008999333,0.038997112,-0.028997852,-0.086,-0.471,9.784,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.07,127749,1,0,0,0,0,0,0,0,0.001,0,0.001
6261660,2280,1694915044,5,44,0,1583.08,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.000999926,-0.080994001,0.054995927,-0.077,-0.485,9.797,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.08,127750,1,0,0,0,0,0,0,0,0.001,0,0.001
6261670,2280,1694915044,5,44,0,1583.09,0.000000000000000000000 ,0.000000000000000000000 ,0,0.001,0,0.005,0,0,0,0.034997408,0.035997334,-0.002999778,-0.077,-0.471,9.803,0,0,0,39,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.09,127751,1,0,0,0,0,0,0,0,0.001,0,0.001
6261680,2280,1694915044,5,44,0,1583.1,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,0.015998815,0.024998149,0.037997186,-0.09,-0.473,9.776,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.1,127752,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261690,2280,1694915044,5,44,0,1583.11,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,0.026998,-0.046996519,0.019998519,-0.088,-0.48,9.804,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.11,127753,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261700,2280,1694915044,5,44,0,1583.12,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,-0.002999778,0.072994594,0.008999333,-0.082,-0.474,9.798,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.12,127754,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261710,2280,1694915044,5,44,0,1583.13,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,-0.040996964,-0.013998963,0.039997038,-0.105,-0.46,9.777,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.13,127755,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261720,2280,1694915044,5,44,0,1583.14,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,0.042996816,-0.000999926,0.034997408,-0.089,-0.472,9.792,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.14,127756,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261730,2280,1694915044,5,44,0,1583.15,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,-0.087993483,0.091993187,0.093993039,-0.083,-0.463,9.795,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.15,127757,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261740,2280,1694915044,5,44,0,1583.16,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,0.011999111,-0.040996964,0.012999037,-0.092,-0.459,9.793,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.16,127758,1,0,0,0,0,0,0,0,0.003606,0,0.003606
6261750,2280,1694915044,5,44,0,1583.17,0.000000000000000000000 ,0.000000000000000000000 ,0,0.002,0.003,0.005,0,0,0,0.009999259,0.10599215,0.03699726,-0.092,-0.462,9.789,0,0,0,44,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1583.17,127759,1,0,0,0,0,0,0,0,0.003606,0,0.003606
