,sec_of_week,gps_week_number,utc,position_type,numsv,ins_status,temperature,latitude,longitude,altitude,north_velocity,east_velocity,ground_velocity,roll,pitch,heading,x_angular_velocity,y_angular_velocity,z_angular_velocity,x_acc,y_acc,z_acc,latitude_std,longitude_std,altitude_std,north_velocity_std,east_velocity_std,ground_velocity_std,roll_std,pitch_std,heading_std,atb_0,atb_1,atb_2,q_x,q_y,q_z,q_w,fl_wheel_vel,fr_wheel_vel,rl_wheel_vel,rr_wheel_vel,l_wheel_factor,r_wheel_factor,time_stamp,seq,time_valid,timestamp_sab_vehicle,x_angular_velocity_bias,y_angular_velocity_bias,z_angular_velocity_bias,x_acc_bias,y_acc_bias,z_acc_bias,gps_velocity,wheel_speed,dv,new_longitude,new_latitude
2929,283734800,2272,1690354116.8,5,27,1,0.0,29.580043131510415,106.4673744032118,232.818,-12.505,-13.949,0.079,2.682,-0.055,222.019,0.627953492871131,0.063995260419987,0.011999111328746,0.119,0.324,9.585,50,50,81,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.009955,0.021192,0.913367,-0.406463,18.59375,18.578125,18.59375,18.65625,1.0067,1.0067,3222.8,298298,1,0,0,0,0,0,0,0,18.73365,18.605469,0.128181,106.46343130799958,29.582655619622376
2930,283734810,2272,1690354116.81,5,27,1,0.0,29.58004286024305,106.46737386067709,232.818,-12.505,-13.949,0.079,2.684,-0.056,222.018,0.148988965665283,-0.068994890140301,-0.002999777832188,0.16,0.527,9.836,50,50,81,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.009965,0.0212,0.913366,-0.406465,18.59375,18.578125,18.59375,18.65625,1.0067,1.0067,3222.81,298299,1,0,0,0,0,0,0,0,18.73365,18.605469,0.128181,106.46343076411027,29.58265534704592
2931,283734820,2272,1690354116.82,5,27,1,0.0,29.58004286024305,106.46737331814236,232.818,-12.505,-13.949,0.079,2.683,-0.051,222.02,-0.088993409021547,0.467965341821161,0.100992520350292,0.042,0.355,9.608,50,50,81,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.009924,0.02121,0.91337,-0.406456,18.59375,18.578125,18.59375,18.640625,1.0067,1.0067,3222.82,298300,1,0,0,0,0,0,0,0,18.73365,18.601562,0.132087,106.46343022020443,29.58265534564729
2932,283734830,2272,1690354116.83,5,27,1,0.0,29.580042588975694,106.46737386067709,232.818,-12.505,-13.949,0.079,2.683,-0.045,222.02,0.070994742028423,0.632953122591443,0.046996519370927,0.151,0.469,9.337,50,50,82,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.009875,0.021239,0.913372,-0.406451,18.59375,18.578125,18.59375,18.640625,1.0067,1.0067,3222.83,298301,1,0,0,0,0,0,0,0,18.73365,18.601562,0.132087,106.46343076412683,29.58265507586811
2933,283734840,2272,1690354116.84,5,27,1,0.0,29.580042588975694,106.46736870659721,232.817,-12.505,-13.949,0.079,2.685,-0.046,222.021,0.160988076994031,-0.121990965175604,0.044996667482803,0.101,0.446,9.083,50,50,82,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.00989,0.021248,0.913373,-0.406448,18.59375,18.59375,18.59375,18.65625,1.0067,1.0067,3222.84,298302,1,0,0,0,0,0,0,0,18.73365,18.609375,0.124275,106.46342559702158,29.582655062581424
2934,283734850,2272,1690354116.85,5,27,1,0.0,29.580037434895832,106.46736897786458,232.817,-12.505,-13.949,0.079,2.686,-0.05,222.021,0.143989335944972,-0.407969785177425,0.088993409021544,0.044,0.458,9.117,50,50,82,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.009925,0.021246,0.913375,-0.406442,18.59375,18.59375,18.59375,18.65625,1.0067,1.0067,3222.85,298303,1,0,0,0,0,0,0,0,18.73365,18.609375,0.124275,106.46342586928898,29.582649910902266
2935,283734860,2272,1690354116.86,5,27,1,0.0,29.58003824869792,106.46736870659721,232.816,-12.505,-13.949,0.079,2.686,-0.057,222.022,0.032997556154055,-0.815939570354849,0.141989484056847,0.102,0.516,9.097,50,50,81,118,210,138,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.00998,0.021218,0.913379,-0.406433,18.59375,18.59375,18.59375,18.65625,1.0067,1.0067,3222.86,298304,1,0,0,0,0,0,0,0,18.73365,18.609375,0.124275,106.46342559728643,29.582650723736425
2936,283734870,2272,1690354116.87,5,27,1,0.0,29.58003824869792,106.46736436631944,232.816,-12.526,-13.911,0.055,2.683,-0.071,222.023,-0.289978523778072,-1.413895284904112,0.106992076014666,0.128,0.429,9.592,50,50,81,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010083,0.021145,0.913382,-0.406428,18.609375,18.578125,18.609375,18.6875,1.0067,1.0067,3222.87,298305,1,0,0,0,0,0,0,0,18.719418,18.621094,0.098324,106.4634212460405,29.582650712548162
2937,283734880,2272,1690354116.88,5,27,1,0.0,29.58003797743056,106.46736409505208,232.815,-12.526,-13.911,0.055,2.68,-0.084,222.023,-0.302977561050882,-1.393896766022865,0.153988595385595,0.127,0.477,9.937,50,50,81,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.01018,0.021073,0.913387,-0.406419,18.609375,18.578125,18.609375,18.6875,1.0067,1.0067,3222.88,298306,1,0,0,0,0,0,0,0,18.719418,18.621094,0.098324,106.4634209741042,29.5826504406711
2938,283734890,2272,1690354116.89,5,27,1,0.0,29.58003282335069,106.46736436631944,232.815,-12.526,-13.911,0.055,2.674,-0.097,222.024,-0.673950086298,-1.254907059798204,0.115991409511227,0.072,0.533,10.169,50,50,81,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010256,0.020975,0.913391,-0.406413,18.609375,18.59375,18.609375,18.671875,1.0067,1.0067,3222.89,298307,1,0,0,0,0,0,0,0,18.719418,18.621094,0.098324,106.46342124637157,29.582645288991934
2939,283734900,2272,1690354116.9,5,27,1,0.0,29.58003282335069,106.46736409505208,232.814,-12.526,-13.911,0.055,2.668,-0.101,222.025,-0.577957195668018,-0.399970377624926,0.08699355713342,0.059,0.523,9.711,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010264,0.020916,0.913395,-0.406407,18.609375,18.59375,18.609375,18.671875,1.0067,1.0067,3222.9,298308,1,0,0,0,0,0,0,0,18.719418,18.621094,0.098324,106.46342097441871,29.582645288292685
2940,283734910,2272,1690354116.91,5,27,1,0.0,29.58003255208333,106.46735948350693,232.814,-12.526,-13.911,0.055,2.66,-0.11,222.025,-0.801940607137976,-0.959928906299822,0.126990594895912,0.061,0.658,9.671,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.01031,0.020817,0.913399,-0.406401,18.609375,18.59375,18.609375,18.671875,1.0067,1.0067,3222.91,298309,1,0,0,0,0,0,0,0,18.719418,18.621094,0.098324,106.46341635123706,29.582645005227906
2941,283734920,2272,1690354116.92,5,27,1,0.0,29.58003255208333,106.4673589409722,232.813,-12.526,-13.911,0.055,2.644,-0.122,222.026,-1.58588254728283,-1.138915650286976,0.155988447273719,0.139,0.616,9.708,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010345,0.020651,0.913407,-0.406392,18.609375,18.640625,18.609375,18.65625,1.0067,1.0067,3222.92,298310,1,0,0,0,0,0,0,0,18.719418,18.628906,0.090511,106.46341580733143,29.582645003829477
2942,283734930,2272,1690354116.93,5,27,1,0.0,29.58003255208333,106.46735866970486,232.813,-12.526,-13.911,0.055,2.628,-0.131,222.027,-1.523887138750966,-0.990926610565753,0.092993112797794,0.229,0.263,9.849,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010367,0.020495,0.913412,-0.406388,18.609375,18.640625,18.609375,18.65625,1.0067,1.0067,3222.93,298311,1,0,0,0,0,0,0,0,18.719418,18.628906,0.090511,106.46341553537864,29.582645003130263
2943,283734940,2272,1690354116.94,5,27,1,0.0,29.580028483072915,106.46735405815971,232.812,-12.526,-13.911,0.055,2.626,-0.146,222.028,-0.268980078952764,-1.467891285883477,0.156988373217782,0.172,0.351,9.805,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010475,0.020422,0.913416,-0.406378,18.609375,18.640625,18.609375,18.65625,1.0067,1.0067,3222.94,298312,1,0,0,0,0,0,0,0,18.719418,18.628906,0.090511,106.46341091242945,29.582640923576797
2944,283734950,2272,1690354116.95,5,27,1,0.0,29.580027940538194,106.46735378689236,232.812,-12.526,-13.911,0.055,2.619,-0.164,222.029,-0.691948753291122,-1.812865736584975,0.218983781749645,0.048,0.608,10.199,50,50,82,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010595,0.020303,0.913424,-0.406365,18.625,18.609375,18.625,18.671875,1.0067,1.0067,3222.95,298313,1,0,0,0,0,0,0,0,18.719418,18.632812,0.086605,106.46341064050979,29.582640380522
2945,283734960,2272,1690354116.96,5,27,1,0.0,29.580027940538194,106.46735432942708,232.811,-12.526,-13.911,0.055,2.607,-0.176,222.031,-1.149914835671661,-1.285904764064136,0.235982522798704,0.05,0.439,10.05,50,50,81,133,217,147,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010648,0.020164,0.913433,-0.40635,18.625,18.609375,18.625,18.671875,1.0067,1.0067,3222.96,298314,1,0,0,0,0,0,0,0,18.719418,18.632812,0.086605,106.46341118441534,29.58264038192036
2946,283734970,2272,1690354116.97,5,27,1,0.0,29.580027940538194,106.46735405815971,232.811,-12.536,-13.913,-0.007,2.6,-0.184,222.033,-0.669950382521751,-0.790941421753291,0.241982078463078,0.071,0.563,9.688,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010688,0.020083,0.913441,-0.406333,18.625,18.609375,18.625,18.671875,1.0067,1.0067,3222.97,298315,1,0,0,0,0,0,0,0,18.727596,18.632812,0.094784,106.46341091246256,29.58264038122118
2947,283734980,2272,1690354116.98,5,27,1,0.0,29.580022786458333,106.46734944661456,232.811,-12.536,-13.913,-0.007,2.587,-0.2,222.034,-1.32690172777069,-1.549885213296586,0.175986966154966,0.133,0.581,9.6,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010765,0.019922,0.913449,-0.406323,18.640625,18.609375,18.640625,18.6875,1.0067,1.0067,3222.98,298316,1,0,0,0,0,0,0,0,18.727596,18.644531,0.083065,106.46340628958019,29.58263521695705
2948,283734990,2272,1690354116.99,5,27,1,0.0,29.580022786458333,106.46734890407984,232.81,-12.536,-13.913,-0.007,2.576,-0.22,222.035,-1.141915428119163,-2.098844556586796,0.254981115735888,0.131,0.338,9.598,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.010888,0.019758,0.913457,-0.406308,18.640625,18.609375,18.640625,18.6875,1.0067,1.0067,3222.99,298317,1,0,0,0,0,0,0,0,18.727596,18.644531,0.083065,106.4634057456747,29.58263521555876
2949,283735000,2272,1690354117.0,5,27,1,0.0,29.58002251519097,106.46734944661456,232.81,-12.536,-13.913,-0.007,2.574,-0.25,222.036,-0.200985114756526,-2.949781534983824,0.231982819022455,0.12,0.444,10.066,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011116,0.019637,0.913463,-0.406295,18.640625,18.609375,18.640625,18.6875,1.0067,1.0067,3223.0,298318,1,0,0,0,0,0,0,0,18.727596,18.644531,0.083065,106.46340628959673,29.582634945779244
2950,283735010,2272,1690354117.01,5,27,1,0.0,29.58002332899305,106.46734402126737,232.81,-12.536,-13.913,-0.007,2.564,-0.281,222.038,-0.944930017138887,-3.115769241698168,0.343974524757434,0.265,0.661,10.547,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.01133,0.019451,0.913473,-0.406275,18.65625,18.65625,18.65625,18.703125,1.0067,1.0067,3223.01,298319,1,0,0,0,0,0,0,0,18.727596,18.667969,0.059628,106.46340085049273,29.582635745330087
2951,283735020,2272,1690354117.02,5,27,1,0.0,29.5800181749132,106.46734375,232.81,-12.536,-13.913,-0.007,2.555,-0.305,222.04,-0.87693505294265,-2.470817007777976,0.31197689454744,0.297,0.661,10.334,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011492,0.019295,0.913483,-0.406255,18.65625,18.65625,18.65625,18.703125,1.0067,1.0067,3223.02,298320,1,0,0,0,0,0,0,0,18.727596,18.667969,0.059628,106.46340057885453,29.58263059225267
2952,283735030,2272,1690354117.03,5,27,1,0.0,29.5800181749132,106.46734429253472,232.809,-12.536,-13.913,-0.007,2.542,-0.321,222.042,-1.305903282945382,-1.618880103436886,0.292978301610256,0.349,0.575,9.998,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011575,0.019133,0.913494,-0.406236,18.640625,18.640625,18.640625,18.703125,1.0067,1.0067,3223.03,298321,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.46340112275993,29.58263059365089
2953,283735040,2272,1690354117.04,5,27,1,0.0,29.58001790364583,106.46734375,232.809,-12.536,-13.913,-0.007,2.526,-0.335,222.043,-1.570883658121895,-1.446892841058168,0.12599066895185,0.409,0.442,10.25,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011631,0.018958,0.9135,-0.406231,18.640625,18.640625,18.640625,18.703125,1.0067,1.0067,3223.04,298322,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.46340057887109,29.58263032107486
2954,283735050,2272,1690354117.05,5,27,1,0.0,29.58001790364583,106.46733940972221,232.809,-12.536,-13.913,-0.007,2.524,-0.354,222.044,-0.194985559092152,-1.832864255466221,0.185986225595589,0.434,0.332,10.255,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.01177,0.018878,0.913505,-0.406219,18.640625,18.640625,18.640625,18.703125,1.0067,1.0067,3223.05,298323,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.46339622762822,29.582630309889375
2955,283735060,2272,1690354117.06,5,27,1,0.0,29.58001763237847,106.46733886718748,232.809,-12.536,-13.913,-0.007,2.528,-0.372,222.045,0.391970970072425,-1.857862404067778,0.143989335944972,0.407,0.541,10.681,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011926,0.018843,0.913507,-0.406211,18.640625,18.609375,18.640625,18.703125,1.0067,1.0067,3223.06,298324,1,0,0,0,0,0,0,0,18.727596,18.648438,0.079159,106.46339568373944,29.582630037313418
2956,283735070,2272,1690354117.07,5,37,1,0.0,29.58001247829861,106.46733940972221,232.809,-12.536,-13.913,-0.007,2.528,-0.386,222.046,0.009999259440622,-1.485889952876598,0.173987114266841,0.431,0.591,10.828,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012043,0.018792,0.913511,-0.4062,18.640625,18.609375,18.640625,18.703125,1.0067,1.0067,3223.07,298325,1,0,0,0,0,0,0,0,18.727596,18.648438,0.079159,106.46339622795928,29.58262488633329
2957,283735080,2272,1690354117.08,5,37,1,0.0,29.58001329210069,106.467333984375,232.81,-12.536,-13.913,-0.007,2.524,-0.391,222.047,-0.364972969582746,-0.451966526716167,0.158988225105906,0.516,0.492,10.524,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012066,0.018747,0.913517,-0.406189,18.640625,18.625,18.640625,18.71875,1.0067,1.0067,3223.08,298326,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.4633907888568,29.582625685885517
2958,283735090,2272,1690354117.09,5,37,1,0.0,29.58001329210069,106.46733425564236,232.81,-12.536,-13.913,-0.007,2.521,-0.392,222.049,-0.357973487974309,-0.177986818043093,0.244981856295265,0.346,0.554,10.192,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012065,0.018713,0.913526,-0.40617,18.640625,18.625,18.640625,18.71875,1.0067,1.0067,3223.09,298327,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.46339106080941,29.58262568658456
2959,283735100,2272,1690354117.1,5,37,1,0.0,29.58001329210069,106.467333984375,232.81,-12.536,-13.913,-0.007,2.514,-0.397,222.051,-0.730945865109552,-0.412969414897737,0.161988002938093,0.466,0.26,10.209,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012072,0.018641,0.913532,-0.406159,18.640625,18.625,18.640625,18.71875,1.0067,1.0067,3223.1,298328,1,0,0,0,0,0,0,0,18.727596,18.65625,0.071346,106.4633907888568,29.582625685885517
2960,283735110,2272,1690354117.11,5,37,1,0.0,29.580007866753476,106.46733371310764,232.811,-12.536,-13.913,-0.007,2.519,-0.402,222.052,0.532960528185211,-0.540959935737713,0.144989261889034,0.371,0.5,10.787,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012132,0.018663,0.913536,-0.406149,18.65625,18.609375,18.65625,18.75,1.0067,1.0067,3223.11,298329,1,0,0,0,0,0,0,0,18.727596,18.667969,0.059628,106.46339051723524,29.58262026163043
2961,283735120,2272,1690354117.12,5,37,1,0.0,29.580007866753476,106.46732937282987,232.811,-12.536,-13.913,-0.007,2.522,-0.407,222.053,0.299977783218692,-0.605955122101763,0.150988817553408,0.369,0.501,10.931,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012187,0.018667,0.91354,-0.406137,18.65625,18.609375,18.65625,18.75,1.0067,1.0067,3223.12,298330,1,0,0,0,0,0,0,0,18.727596,18.667969,0.059628,106.46338616599363,29.582620250446062
2962,283735130,2272,1690354117.13,5,37,1,0.0,29.580007866753476,106.46732883029514,232.812,-12.536,-13.913,-0.007,2.526,-0.41,222.055,0.376972080911491,-0.295978079442446,0.160988076994031,0.434,0.719,10.839,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012224,0.018687,0.913545,-0.406125,18.671875,18.640625,18.671875,18.75,1.0067,1.0067,3223.13,298331,1,0,0,0,0,0,0,0,18.727596,18.683594,0.044003,106.46338562208845,29.582620249048052
2963,283735140,2272,1690354117.14,5,37,1,0.0,29.580007595486112,106.46732937282987,232.813,-12.536,-13.913,-0.007,2.519,-0.407,222.056,-0.638952678255819,0.309977042659316,0.08699355713342,0.401,0.51,10.647,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012173,0.018648,0.913549,-0.406118,18.671875,18.640625,18.671875,18.75,1.0067,1.0067,3223.14,298332,1,0,0,0,0,0,0,0,18.727596,18.683594,0.044003,106.46338616601018,29.58261997926826
2964,283735150,2272,1690354117.15,5,37,1,0.0,29.580007595486112,106.46732367621529,232.813,-12.536,-13.913,-0.007,2.51,-0.403,222.056,-0.875935126998587,0.357973487974307,0.019998518881245,0.483,0.474,10.668,50,50,83,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012114,0.018592,0.913551,-0.406117,18.671875,18.640625,18.671875,18.75,1.0067,1.0067,3223.15,298333,1,0,0,0,0,0,0,0,18.727596,18.683594,0.044003,106.46338045500634,29.582619964589508
2965,283735160,2272,1690354117.16,5,37,1,0.0,29.58000325520833,106.46732449001736,232.814,-12.536,-13.913,-0.007,2.503,-0.399,222.057,-0.682949419794561,0.403970081401173,0.07399451986061,0.49,0.424,10.322,50,50,82,125,249,159,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.012049,0.018549,0.913555,-0.406112,18.65625,18.6875,18.65625,18.6875,1.0067,1.0067,3223.16,298334,1,0,0,0,0,0,0,0,18.727596,18.671875,0.055721,106.46338127112882,29.582615627841598
2966,283735170,2272,1690354117.17,5,37,1,0.0,29.58000325520833,106.46732394748264,232.815,-12.57,-13.955,-0.02,2.497,-0.39,222.058,-0.579957047556143,0.896933571823893,0.08699355713342,0.436,0.372,10.299,50,50,82,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011957,0.018535,0.91356,-0.406104,18.65625,18.6875,18.65625,18.6875,1.0067,1.0067,3223.17,298335,1,0,0,0,0,0,0,0,18.781558,18.671875,0.109683,106.46338072722374,29.582615626443655
2967,283735180,2272,1690354117.18,5,37,1,0.0,29.580002983940968,106.46732367621529,232.816,-12.57,-13.955,-0.02,2.487,-0.378,222.059,-1.039922981824807,1.164913724832593,0.03499740804218,0.376,0.495,10.415,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011828,0.018493,0.913564,-0.406101,18.65625,18.6875,18.65625,18.6875,1.0067,1.0067,3223.18,298336,1,0,0,0,0,0,0,0,18.781558,18.671875,0.109683,106.46338045528776,29.582615354566887
2968,283735190,2272,1690354117.19,5,37,1,0.0,29.580002983940968,106.46731906467012,232.817,-12.57,-13.955,-0.02,2.481,-0.36,222.061,-0.573957491891769,1.790867365815601,0.123990817063725,0.576,0.449,9.829,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011665,0.018511,0.913571,-0.406089,18.671875,18.640625,18.671875,18.796875,1.0067,1.0067,3223.19,298337,1,0,0,0,0,0,0,0,18.781558,18.695312,0.086246,106.46337583209483,29.582615342684697
2969,283735200,2272,1690354117.2,5,37,1,0.0,29.579997558593753,106.46731879340278,232.818,-12.57,-13.955,-0.02,2.477,-0.342,222.063,-0.360973265806496,1.758869735605607,0.106992076014666,0.364,0.42,9.363,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011508,0.018546,0.913578,-0.406078,18.671875,18.640625,18.671875,18.796875,1.0067,1.0067,3223.2,298338,1,0,0,0,0,0,0,0,18.781558,18.695312,0.086246,106.46337556047341,29.58260991842978
2970,283735210,2272,1690354117.21,5,37,1,0.0,29.579997558593753,106.4673193359375,232.819,-12.57,-13.955,-0.02,2.471,-0.339,222.064,-0.662950900913315,0.334975191260873,0.11299163167904,0.385,0.303,9.427,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011457,0.018504,0.913582,-0.40607,18.671875,18.640625,18.671875,18.796875,1.0067,1.0067,3223.21,298339,1,0,0,0,0,0,0,0,18.781558,18.695312,0.086246,106.46337610437843,29.582609919827654
2971,283735220,2272,1690354117.22,5,37,1,0.0,29.579998372395835,106.46731363932292,232.82,-12.57,-13.955,-0.02,2.471,-0.338,222.065,0.080994001469046,0.085993631189358,0.161988002938093,0.409,0.366,9.873,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011453,0.018514,0.913588,-0.406057,18.6875,18.640625,18.6875,18.8125,1.0067,1.0067,3223.22,298340,1,0,0,0,0,0,0,0,18.781558,18.707031,0.074527,106.46337039332656,29.582610718683764
2972,283735230,2272,1690354117.23,5,37,1,0.0,29.579998372395835,106.467314453125,232.821,-12.57,-13.955,-0.02,2.476,-0.333,222.067,0.492963490422719,0.489963712590532,0.095992890629981,0.433,0.331,9.317,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011428,0.018572,0.913591,-0.406049,18.6875,18.640625,18.6875,18.8125,1.0067,1.0067,3223.23,298341,1,0,0,0,0,0,0,0,18.781558,18.707031,0.074527,106.46337120918395,29.58261072078047
2973,283735240,2272,1690354117.24,5,37,1,0.0,29.579993218315973,106.46731363932292,232.822,-12.57,-13.955,-0.02,2.486,-0.329,222.068,0.922931646369513,0.351973932309933,0.105992150070604,0.37,0.481,9.474,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011433,0.018658,0.913594,-0.406039,18.703125,18.671875,18.703125,18.796875,1.0067,1.0067,3223.24,298342,1,0,0,0,0,0,0,0,18.781558,18.71875,0.062808,106.46337039364107,29.582605566305606
2974,283735250,2272,1690354117.25,5,37,1,0.0,29.579992947048613,106.46730929904514,232.823,-12.57,-13.955,-0.02,2.485,-0.328,222.068,-0.036997259930307,0.067994964196236,0.013998963216871,0.514,0.422,9.645,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011423,0.018659,0.913594,-0.406038,18.703125,18.671875,18.703125,18.796875,1.0067,1.0067,3223.25,298343,1,0,0,0,0,0,0,0,18.781558,18.71875,0.062808,106.46336604241846,29.582605283945675
2975,283735260,2272,1690354117.26,5,37,1,0.0,29.579992947048613,106.46730902777776,232.824,-12.57,-13.955,-0.02,2.49,-0.328,222.069,0.539960009793648,-0.024998148601559,0.134990002448411,0.56,0.538,9.922,50,50,83,126,192,133,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011441,0.018698,0.913598,-0.406027,18.703125,18.671875,18.703125,18.796875,1.0067,1.0067,3223.26,298344,1,0,0,0,0,0,0,0,18.781558,18.71875,0.062808,106.46336577046601,29.582605283246806
2976,283735270,2272,1690354117.27,5,37,1,0.0,29.57999267578125,106.46730875651042,232.825,-12.589,-13.98,-0.101,2.487,-0.328,222.07,-0.276979486505262,-0.029997778321871,0.040996963706553,0.472,0.387,10.052,50,50,83,135,261,167,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011433,0.018675,0.9136,-0.406024,18.6875,18.703125,18.6875,18.796875,1.0067,1.0067,3223.27,298345,1,0,0,0,0,0,0,0,18.81285,18.71875,0.0941,106.46336549853015,29.58260501137014
2977,283735280,2272,1690354117.28,5,37,1,0.0,29.57999267578125,106.46730902777776,232.826,-12.589,-13.98,-0.101,2.485,-0.321,222.071,-0.227983115246209,0.753944161822982,0.105992150070604,0.517,0.315,9.789,50,50,83,135,261,167,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011363,0.018685,0.913605,-0.406015,18.6875,18.703125,18.6875,18.796875,1.0067,1.0067,3223.28,298346,1,0,0,0,0,0,0,0,18.81285,18.71875,0.0941,106.46336577048257,29.582605012069006
2978,283735290,2272,1690354117.29,5,37,1,0.0,29.57998752170139,106.46730360243056,232.827,-12.589,-13.98,-0.101,2.487,-0.309,222.072,0.221983559581832,1.153914539447908,0.045996593426865,0.429,0.441,10.044,50,50,83,135,261,167,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011279,0.018744,0.913607,-0.406009,18.6875,18.6875,18.6875,18.78125,1.0067,1.0067,3223.29,298347,1,0,0,0,0,0,0,0,18.81285,18.710938,0.101912,106.46336033174894,29.58259984571394
2979,283735300,2272,1690354117.3,5,37,1,0.0,29.579988335503472,106.46730414496528,232.828,-12.589,-13.98,-0.101,2.489,-0.295,222.073,0.111991705734978,1.384897432526302,0.085993631189358,0.509,0.553,9.795,50,50,83,135,261,167,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011172,0.018802,0.913611,-0.406,18.6875,18.6875,18.6875,18.78125,1.0067,1.0067,3223.3,298348,1,0,0,0,0,0,0,0,18.81285,18.710938,0.101912,106.46336087560407,29.582600660644985
2980,283735310,2272,1690354117.31,5,37,1,0.0,29.57998806423611,106.46730360243056,232.828,-12.589,-13.98,-0.101,2.484,-0.277,222.075,-0.464965563988977,1.835864033298405,0.089993334965607,0.461,0.547,9.731,50,50,83,135,261,167,0.1,0.1,0.1,-2.8e-05,0.008451,0.003311,-0.011008,0.018829,0.913616,-0.405992,18.6875,18.6875,18.6875,18.78125,1.0067,1.0067,3223.31,298349,1,0,0,0,0,0,0,0,18.81285,18.710938,0.101912,106.46336033171583,29.582600388069526
