,sec_of_week,gps_week_number,utc,position_type,numsv,ins_status,temperature,latitude,longitude,altitude,north_velocity,east_velocity,ground_velocity,roll,pitch,heading,x_angular_velocity,y_angular_velocity,z_angular_velocity,x_acc,y_acc,z_acc,latitude_std,longitude_std,altitude_std,north_velocity_std,east_velocity_std,ground_velocity_std,roll_std,pitch_std,heading_std,atb_0,atb_1,atb_2,q_x,q_y,q_z,q_w,fl_wheel_vel,fr_wheel_vel,rl_wheel_vel,rr_wheel_vel,l_wheel_factor,r_wheel_factor,time_stamp,seq,time_valid,timestamp_sab_vehicle,x_angular_velocity_bias,y_angular_velocity_bias,z_angular_velocity_bias,x_acc_bias,y_acc_bias,z_acc_bias,gps_velocity,wheel_speed,dv,sec_of_week_last_three,new_longitude,new_latitude
1885,284395740,2272,1690354778.48,1,0,0,0.0,29.496869032118056,106.44606472439236,317.79,-3.304,13.172,0.95,0.507,-0.951,21.79,-0.581956899444267,-0.787941643921104,8.074401998303175,0.06,1.544,9.388,73,243,113,804,634,764,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.000983,0.00935,0.560655,0.827995,10.6875,10.90625,10.6875,10.9375,1.0052,1.0052,3883.74,364392,1,0,0,0,0,0,0,0,13.580059,10.804688,2.775371,0.74,106.44208047360357,29.49946514600564
1886,284395750,2272,1690354778.5,1,0,0,0.0,29.496869303385417,106.44606472439236,317.791,-3.304,13.172,0.95,0.505,-0.962,21.869,-0.108991927902793,-1.012924981335124,7.996407774666314,0.132,1.537,9.799,73,244,113,804,634,764,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001047,0.009417,0.560077,0.828386,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.75,364393,1,0,0,0,0,0,0,0,13.580059,10.796875,2.783184,0.75,106.44208047358696,29.499465417155577
1887,284395760,2272,1690354778.52,1,0,0,0.0,29.496869845920138,106.4460698784722,317.793,-3.304,13.172,0.95,0.505,-0.974,21.949,0.170987336434654,-1.147914983783537,7.98140888550538,0.158,1.604,9.892,73,244,113,804,634,764,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001098,0.009508,0.5595,0.828774,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.76,364394,1,0,0,0,0,0,0,0,13.580059,10.796875,2.783184,0.76,106.44208563671967,29.499465969207904
1888,284395770,2272,1690354778.54,1,0,0,0.0,29.496869303385417,106.44606960720486,317.794,-3.45,13.325,1.036,0.506,-0.988,22.029,0.266980227064636,-1.306903208889444,7.969409774176631,0.123,1.796,9.831,73,244,113,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001149,0.009615,0.558923,0.829162,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.77,364395,1,0,0,0,0,0,0,0,13.764379,10.796875,2.967504,0.77,106.44208536500732,29.49946542639472
1889,284395780,2272,1690354778.56,1,0,0,0.0,29.496869574652777,106.44606960720486,317.796,-3.45,13.325,1.036,0.5,-1.002,22.108,-0.52696097252084,-1.397896469799115,7.97740918172913,0.29,1.563,9.72,73,245,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001262,0.00969,0.558346,0.82955,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.78,364396,1,0,0,0,0,0,0,0,13.764379,10.800781,2.963598,0.78,106.4420853649907,29.499465697544657
1890,284395790,2272,1690354778.58,1,0,0,0.0,29.496870117187495,106.44606960720486,317.797,-3.45,13.325,1.036,0.497,-1.011,22.188,-0.104992224126544,-0.785941792032979,8.010406737883187,0.243,1.55,9.632,73,245,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001315,0.009741,0.557766,0.829939,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.79,364397,1,0,0,0,0,0,0,0,13.764379,10.800781,2.963598,0.79,106.44208536495748,29.499466239844526
1891,284395800,2272,1690354778.6,1,0,0,0.0,29.496869303385417,106.4460698784722,317.799,-3.45,13.325,1.036,0.489,-1.018,22.267,-0.662950900913315,-0.609954825878012,7.908414291588831,0.258,1.651,9.845,73,246,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.0014,0.009752,0.557194,0.830323,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.8,364398,1,0,0,0,0,0,0,0,13.764379,10.800781,2.963598,0.8,106.4420856367529,29.499465426908035
1892,284395810,2272,1690354778.62,1,0,0,0.0,29.496869574652777,106.44607476128472,317.8,-3.45,13.325,1.036,0.483,-1.022,22.347,-0.43596771161117,-0.371972451191182,7.993407996834127,0.196,1.6,9.625,73,246,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001456,0.009757,0.556615,0.830711,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.81,364399,1,0,0,0,0,0,0,0,13.764379,10.800781,2.963598,0.81,106.44209052815773,29.499465707298068
1893,284395820,2272,1690354778.6399999,1,0,0,0.0,29.49687418619792,106.44607394748265,317.802,-3.45,13.325,1.036,0.48,-1.033,22.427,-0.212984226085274,-0.985926980845442,7.97740918172913,0.2,1.75,9.797,73,247,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001526,0.009817,0.556037,0.831098,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.82,364400,1,0,0,0,0,0,0,0,13.764379,10.800781,2.963598,0.82,106.44208971263829,29.49947031530692
1894,284395830,2272,1690354778.6599998,1,0,0,0.0,29.49687445746528,106.44607476128472,317.804,-3.45,13.325,1.036,0.468,-1.048,22.507,-1.060921426650115,-1.465891433995352,7.984408663337567,0.193,1.719,10.131,74,247,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001681,0.009871,0.555458,0.831483,10.6875,10.921875,10.6875,10.9375,1.0052,1.0052,3883.83,364401,1,0,0,0,0,0,0,0,13.764379,10.808594,2.955785,0.83,106.44209052785865,29.499470587996935
1895,284395840,2272,1690354778.6799998,1,0,0,0.0,29.49687472873264,106.44607476128472,317.805,-3.45,13.325,1.036,0.454,-1.063,22.587,-1.19691135504259,-1.430894025953171,8.00340725627475,0.236,1.775,9.996,74,248,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.001845,0.009916,0.554879,0.83187,10.6875,10.921875,10.6875,10.9375,1.0052,1.0052,3883.84,364402,1,0,0,0,0,0,0,0,13.764379,10.808594,2.955785,0.84,106.44209052784203,29.499470859146868
1896,284395850,2272,1690354778.6999998,1,0,0,0.0,29.49687418619792,106.44607883029512,317.807,-3.45,13.325,1.036,0.439,-1.08,22.666,-1.427894248120984,-1.612880547772512,7.98140888550538,0.266,1.663,10.109,74,248,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.002033,0.009963,0.5543,0.832254,10.671875,10.9375,10.671875,10.953125,1.0052,1.0052,3883.85,364403,1,0,0,0,0,0,0,0,13.764379,10.808594,2.955785,0.85,106.44209460406054,29.499470324547772
1897,284395860,2272,1690354778.7199998,1,0,0,0.0,29.49687445746528,106.4460791015625,317.809,-3.45,13.325,1.036,0.419,-1.088,22.745,-1.850862922459342,-0.76894305098392,7.908414291588831,0.257,1.744,9.981,74,249,114,806,641,769,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.002211,0.009928,0.553727,0.832635,10.671875,10.9375,10.671875,10.953125,1.0052,1.0052,3883.86,364404,1,0,0,0,0,0,0,0,13.764379,10.808594,2.955785,0.86,106.44209487578966,29.499470596211115
1898,284395870,2272,1690354778.7399998,1,0,0,0.0,29.49687472873264,106.4460791015625,317.81,-3.476,13.39,1.1,0.399,-1.093,22.824,-1.837863885186532,-0.453966378604291,7.904414587812582,0.204,1.723,10.095,74,249,114,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.002374,0.009871,0.553154,0.833016,10.671875,10.9375,10.671875,10.953125,1.0052,1.0052,3883.87,364405,1,0,0,0,0,0,0,0,13.833824,10.808594,3.02523,0.87,106.44209487577305,29.499470867361048
1899,284395880,2272,1690354778.7600002,1,0,0,0.0,29.49687418619792,106.44607883029512,317.812,-3.476,13.39,1.1,0.376,-1.095,22.904,-2.149840779733974,-0.148988965665286,7.992408070890065,0.197,1.734,10.236,74,250,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.002544,0.009776,0.552575,0.833401,10.6875,10.921875,10.6875,10.9375,1.0052,1.0052,3883.88,364406,1,0,0,0,0,0,0,0,13.833824,10.808594,3.02523,0.88,106.44209460406054,29.499470324547772
1900,284395890,2272,1690354778.7800002,1,0,0,0.0,29.49687445746528,106.4460791015625,317.814,-3.476,13.39,1.1,0.353,-1.1,22.983,-2.072846482041176,-0.424968526226484,7.915413773197266,0.198,1.683,10.195,74,250,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.002722,0.009706,0.552001,0.833782,10.6875,10.921875,10.6875,10.9375,1.0052,1.0052,3883.89,364407,1,0,0,0,0,0,0,0,13.833824,10.808594,3.02523,0.89,106.44209487578966,29.499470596211115
1901,284395900,2272,1690354778.8000002,1,0,0,0.0,29.49687391493056,106.446083984375,317.816,-3.476,13.39,1.1,0.334,-1.109,23.063,-1.783867884207167,-0.841937644900469,7.968409848232569,0.261,1.651,10.423,74,251,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.0029,0.009679,0.551422,0.834164,10.703125,10.921875,10.703125,10.953125,1.0052,1.0052,3883.9,364408,1,0,0,0,0,0,0,0,13.833824,10.820312,3.013511,0.9,106.44209976724622,29.499470063153048
1902,284395910,2272,1690354778.8200002,1,0,0,0.0,29.49687418619792,106.44608425564236,317.817,-3.476,13.39,1.1,0.316,-1.115,23.142,-1.684875215744998,-0.584956677276454,7.94741140340726,0.258,1.636,10.12,74,251,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003056,0.009639,0.550845,0.834545,10.703125,10.921875,10.703125,10.953125,1.0052,1.0052,3883.91,364409,1,0,0,0,0,0,0,0,13.833824,10.820312,3.013511,0.91,106.44210003897538,29.499470334816447
1903,284395920,2272,1690354778.8400002,1,0,0,0.0,29.49687445746528,106.446083984375,317.819,-3.476,13.39,1.1,0.297,-1.122,23.222,-1.732871661059989,-0.659951123081128,7.910414143476956,0.167,1.599,9.956,75,251,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003221,0.009602,0.55027,0.834924,10.703125,10.921875,10.703125,10.953125,1.0052,1.0052,3883.92,364410,1,0,0,0,0,0,0,0,13.833824,10.820312,3.013511,0.92,106.442099767213,29.499470605452924
1904,284395930,2272,1690354778.8600001,1,0,0,0.0,29.49687418619792,106.446083984375,317.821,-3.476,13.39,1.1,0.276,-1.124,23.301,-1.955855146585885,-0.079994075524986,7.979409033617255,0.252,1.551,10.023,75,252,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003374,0.009512,0.54969,0.835307,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.93,364411,1,0,0,0,0,0,0,0,13.833824,10.796875,3.036949,0.93,106.4420997672296,29.499470334302984
1905,284395940,2272,1690354778.88,1,0,0,0.0,29.49687445746528,106.44608425564236,317.823,-3.476,13.39,1.1,0.256,-1.121,23.381,-1.827864625745909,0.343974524757434,7.92541303263789,0.21,1.659,10.192,75,252,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003498,0.009397,0.549114,0.835686,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.94,364412,1,0,0,0,0,0,0,0,13.833824,10.796875,3.036949,0.94,106.44210003895877,29.499470605966383
1906,284395950,2272,1690354778.9,1,0,0,0.0,29.496875,106.44608913845487,317.825,-3.476,13.39,1.1,0.236,-1.119,23.46,-1.845863292739031,0.195985485036212,7.909414217532893,0.238,1.549,10.212,75,253,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00363,0.009292,0.548539,0.836065,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.95,364413,1,0,0,0,0,0,0,0,13.833824,10.796875,3.036949,0.95,106.44210493034994,29.499471157509014
1907,284395960,2272,1690354778.92,1,0,0,0.0,29.49687906901041,106.4460894097222,317.827,-3.476,13.39,1.1,0.222,-1.115,23.539,-1.214910022035711,0.41996889650617,7.880416365155086,0.156,1.405,10.031,75,253,115,805,647,772,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003703,0.0092,0.547965,0.836442,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.96,364414,1,0,0,0,0,0,0,0,13.833824,10.796875,3.036949,0.96,106.44210520184652,29.4994752252716
1908,284395970,2272,1690354778.94,1,0,0,0.0,29.49687961154514,106.44608913845487,317.829,-3.536,13.491,1.202,0.208,-1.11,23.618,-1.266906171126952,0.554958898954582,7.969409774176631,0.098,1.504,9.88,75,254,115,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003776,0.009097,0.547385,0.836822,10.671875,10.890625,10.671875,10.953125,1.0052,1.0052,3883.97,364415,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.97,106.44210493006747,29.49947576705797
1909,284395980,2272,1690354778.96,1,0,0,0.0,29.4968798828125,106.44608913845487,317.832,-3.536,13.491,1.202,0.193,-1.107,23.698,-1.399896321687239,0.294978153498381,7.982408811449442,0.087,1.531,9.938,75,254,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003871,0.009006,0.546803,0.837203,10.671875,10.921875,10.671875,10.921875,1.0052,1.0052,3883.98,364416,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.98,106.44210493005086,29.49947603820791
1910,284395990,2272,1690354778.98,1,0,0,0.0,29.49687961154514,106.4460894097222,317.834,-3.536,13.491,1.202,0.177,-1.104,23.779,-1.403896025463488,0.345974376645559,8.067402516694738,0.162,1.412,9.771,75,255,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.003963,0.008911,0.546215,0.837588,10.671875,10.921875,10.671875,10.921875,1.0052,1.0052,3883.99,364417,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.99,106.44210520181328,29.499475767571482
1911,284396000,2272,1690354778.0,1,0,0,0.0,29.4968798828125,106.44609429253472,317.836,-3.536,13.491,1.202,0.171,-1.099,23.858,-0.452966452660229,0.472964971541473,7.945411551519136,0.252,1.446,9.76,75,255,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00398,0.008852,0.545634,0.837966,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3883.99,364418,1,0,0,0,0,0,0,0,13.946698,10.800781,3.145916,0.0,106.44211009322215,29.49947604796514
1912,284396010,2272,1690354778.02,1,0,0,0.0,29.496879340277776,106.44609429253472,317.838,-3.536,13.491,1.202,0.161,-1.102,23.938,-0.835938089236095,-0.209984448253087,7.959410514736009,0.109,1.473,10.03,75,256,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004057,0.008825,0.545053,0.838345,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3884.0,364419,1,0,0,0,0,0,0,0,13.946698,10.800781,3.145916,0.01,106.44211009325538,29.499475505665256
1913,284396020,2272,1690354778.04,1,0,0,0.0,29.49687961154514,106.44609429253472,317.84,-3.536,13.491,1.202,0.155,-1.098,24.017,-0.41896897056211,0.38097178468774,7.96441014445632,0.043,1.375,9.965,76,256,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004076,0.008775,0.544471,0.838723,10.671875,10.921875,10.671875,10.9375,1.0052,1.0052,3884.01,364420,1,0,0,0,0,0,0,0,13.946698,10.800781,3.145916,0.02,106.44211009323877,29.4994757768152
1914,284396030,2272,1690354778.06,1,0,0,0.0,29.4968798828125,106.44609429253472,317.842,-3.536,13.491,1.202,0.147,-1.089,24.097,-0.722946457557054,0.948929720915133,7.979409033617255,0.024,1.432,9.979,76,257,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00409,0.008668,0.543888,0.839103,10.671875,10.90625,10.671875,10.9375,1.0052,1.0052,3884.02,364421,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.03,106.44211009322215,29.49947604796514
1915,284396040,2272,1690354778.08,1,0,0,0.0,29.496879340277776,106.44609456380208,317.844,-3.536,13.491,1.202,0.139,-1.079,24.177,-0.583956751332392,0.998926018118249,7.98140888550538,0.095,1.41,9.783,76,257,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004091,0.008565,0.543304,0.839482,10.671875,10.90625,10.671875,10.9375,1.0052,1.0052,3884.03,364422,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.04,106.44211036500127,29.499475506178822
1916,284396050,2272,1690354778.1,1,0,0,0.0,29.49687961154514,106.44609944661458,317.846,-3.536,13.491,1.202,0.138,-1.075,24.257,0.012999037272809,0.481964305038033,8.018406145435685,0.116,1.461,9.644,76,258,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004074,0.008528,0.542717,0.839862,10.671875,10.90625,10.671875,10.9375,1.0052,1.0052,3884.04,364423,1,0,0,0,0,0,0,0,13.946698,10.796875,3.149823,0.05,106.44211525641118,29.499475786573434
1917,284396060,2272,1690354778.12,1,0,0,0.0,29.496879340277776,106.44609971788196,317.848,-3.536,13.491,1.202,0.133,-1.082,24.337,-0.333975265316814,-0.710947346228306,8.017406219491622,0.077,1.472,9.924,76,258,116,809,658,781,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004138,0.008561,0.542129,0.840241,10.703125,10.921875,10.703125,10.921875,1.0052,1.0052,3884.05,364424,1,0,0,0,0,0,0,0,13.946698,10.8125,3.134198,0.06,106.44211552817377,29.49947551593711
1918,284396070,2272,1690354778.1399999,1,0,0,0.0,29.49687961154514,106.44609944661458,317.851,-3.513,13.581,1.307,0.127,-1.088,24.418,-0.430968081890858,-0.627953492871134,8.007406960051,0.036,1.681,10.121,76,258,116,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004205,0.008584,0.541542,0.840619,10.703125,10.921875,10.703125,10.921875,1.0052,1.0052,3884.06,364425,1,0,0,0,0,0,0,0,14.027998,10.8125,3.215498,0.07,106.44211525641118,29.499475786573434
1919,284396080,2272,1690354778.1599998,1,0,0,0.0,29.49688395182292,106.44609944661458,317.853,-3.513,13.581,1.307,0.116,-1.092,24.497,-1.011925055391062,-0.338974895037125,7.989408293057878,0.105,1.65,10.087,76,259,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004301,0.008558,0.540957,0.840995,10.671875,10.890625,10.671875,10.9375,1.0052,1.0052,3884.07,364426,1,0,0,0,0,0,0,0,14.027998,10.792969,3.235029,0.08,106.44211525614533,29.499480124972475
1920,284396090,2272,1690354778.1799998,1,0,0,0.0,29.49688422309028,106.44609971788196,317.855,-3.513,13.581,1.307,0.094,-1.08,24.577,-1.998851962180564,1.195911429098525,7.958410588791947,0.125,1.571,9.784,76,259,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004398,0.008373,0.540374,0.841371,10.671875,10.890625,10.671875,10.9375,1.0052,1.0052,3884.08,364427,1,0,0,0,0,0,0,0,14.027998,10.792969,3.235029,0.09,106.44211552787469,29.499480396636034
1921,284396100,2272,1690354778.1999998,1,0,0,0.0,29.496884765625,106.44610432942709,317.857,-3.513,13.581,1.307,0.073,-1.067,24.657,-1.988852702739941,1.299903727281005,8.002407330330689,0.257,1.664,9.736,77,260,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004489,0.008181,0.539789,0.841748,10.671875,10.890625,10.671875,10.9375,1.0052,1.0052,3884.09,364428,1,0,0,0,0,0,0,0,14.027998,10.792969,3.235029,0.1,106.44212014752303,29.49948094766787
1922,284396110,2272,1690354778.2199998,1,0,0,0.0,29.49688422309028,106.44610460069444,317.859,-3.513,13.581,1.307,0.049,-1.058,24.737,-2.224835225538647,0.921931720425451,8.009406811939124,0.141,1.57,10.12,77,260,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004614,0.008006,0.539202,0.842125,10.65625,10.90625,10.65625,10.921875,1.0052,1.0052,3884.1,364429,1,0,0,0,0,0,0,0,14.027998,10.785156,3.242842,0.11,106.44212041930226,29.49948040588166
1923,284396120,2272,1690354778.2399998,1,0,0,0.0,29.496884765625,106.44610460069444,317.862,-3.513,13.581,1.307,0.031,-1.047,24.817,-1.626879510989384,1.173913058329154,7.940411921798824,0.043,1.672,9.973,77,261,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004684,0.00784,0.53862,0.842498,10.65625,10.90625,10.65625,10.921875,1.0052,1.0052,3884.11,364430,1,0,0,0,0,0,0,0,14.027998,10.785156,3.242842,0.12,106.44212041926903,29.49948094818154
1924,284396130,2272,1690354778.2600002,1,0,0,0.0,29.49688503689236,106.44610460069444,317.864,-3.513,13.581,1.307,0.015,-1.033,24.896,-1.498888990149408,1.312902764553815,7.897415106204145,0.126,1.625,9.85,77,261,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004738,0.00767,0.538041,0.842869,10.65625,10.875,10.65625,10.921875,1.0052,1.0052,3884.12,364431,1,0,0,0,0,0,0,0,14.027998,10.777344,3.250654,0.13,106.44212041925242,29.499481219331475
1925,284396140,2272,1690354778.2800002,1,0,0,0.0,29.49688449435764,106.44610460069444,317.866,-3.513,13.581,1.307,-0.006,-1.024,24.974,-1.895859589942146,0.937930535530448,7.887415846763522,0.083,1.611,9.836,77,262,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004839,0.007509,0.537463,0.843239,10.65625,10.875,10.65625,10.921875,1.0052,1.0052,3884.13,364432,1,0,0,0,0,0,0,0,14.027998,10.777344,3.250654,0.14,106.44212041928564,29.4994806770316
1926,284396150,2272,1690354778.3000002,1,0,0,0.0,29.496884765625,106.44610948350694,317.868,-3.513,13.581,1.307,-0.022,-1.01,25.053,-1.541885805744088,1.381897654694115,7.903414661868519,0.129,1.621,9.896,77,262,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004893,0.007331,0.536883,0.84361,10.65625,10.875,10.65625,10.921875,1.0052,1.0052,3884.14,364433,1,0,0,0,0,0,0,0,14.027998,10.777344,3.250654,0.15,106.44212531069765,29.499480957428066
1927,284396160,2272,1690354778.3200002,1,0,0,0.0,29.49688422309028,106.44610975477433,317.871,-3.513,13.581,1.307,-0.039,-0.996,25.132,-1.538886027911901,1.388897136302551,7.865417475994151,0.269,1.632,9.558,77,263,117,826,673,793,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.004945,0.007154,0.536305,0.843978,10.640625,10.875,10.640625,10.890625,1.0052,1.0052,3884.15,364434,1,0,0,0,0,0,0,0,14.027998,10.761719,3.266279,0.16,106.44212558247696,29.49948041564191
1928,284396170,2272,1690354778.3400002,1,0,0,0.0,29.49688449435764,106.44610948350694,317.873,-3.499,13.244,1.452,-0.055,-0.98,25.211,-1.43889343350567,1.639878548262192,7.92941273641414,0.158,1.531,9.304,77,263,117,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.00498,0.006962,0.535723,0.84435,10.640625,10.875,10.640625,10.890625,1.0052,1.0052,3884.17,364435,1,0,0,0,0,0,0,0,13.698414,10.761719,2.936695,0.17,106.44212531071426,29.499480686278126
1929,284396180,2272,1690354778.3600001,1,0,0,0.0,29.49688422309028,106.44610948350694,317.875,-3.499,13.244,1.452,-0.078,-0.963,25.289,-2.176838780223656,1.683875289800933,7.738426881098238,0.104,1.646,9.915,78,264,117,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005066,0.006733,0.535155,0.844711,10.640625,10.875,10.640625,10.890625,1.0052,1.0052,3884.18,364436,1,0,0,0,0,0,0,0,13.698414,10.761719,2.936695,0.18,106.44212531073087,29.499480415128186
1930,284396190,2272,1690354778.38,1,0,0,0.0,29.496884765625,106.44610975477433,317.877,-3.499,13.244,1.452,-0.098,-0.94,25.366,-1.917857960711517,2.338826783161748,7.761425177811671,0.091,1.492,9.416,78,264,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005103,0.006468,0.534585,0.845074,10.640625,10.875,10.640625,10.890625,1.0052,1.0052,3884.18,364437,1,0,0,0,0,0,0,0,13.698414,10.761719,2.936695,0.19,106.44212558244372,29.49948095794179
1931,284396200,2272,1690354778.4,1,0,0,0.0,29.49688503689236,106.4461146375868,317.879,-3.499,13.244,1.452,-0.117,-0.914,25.444,-1.736871364836239,2.55581071302327,7.749426066482923,0.064,1.507,9.498,78,265,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005117,0.006195,0.534015,0.845436,10.640625,10.875,10.640625,10.890625,1.0052,1.0052,3884.2,364438,1,0,0,0,0,0,0,0,13.698414,10.761719,2.936695,0.2,106.44213047385676,29.499481238339207
1932,284396210,2272,1690354778.42,1,0,0,0.0,29.496889377170135,106.44611490885416,317.881,-3.499,13.244,1.452,-0.135,-0.894,25.52,-1.692874623297497,1.9288571460962,7.649433472076691,0.095,1.476,9.316,78,265,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005155,0.005971,0.533453,0.845792,10.640625,10.875,10.640625,10.90625,1.0052,1.0052,3884.21,364439,1,0,0,0,0,0,0,0,13.698414,10.765625,2.932789,0.21,106.44213074533702,29.49948557725205
1933,284396220,2272,1690354778.44,1,0,0,0.0,29.496889648437495,106.4461146375868,317.883,-3.499,13.244,1.452,-0.144,-0.881,25.597,-0.813939718466724,1.336900987211311,7.695430065503557,0.125,1.411,9.293,78,265,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005157,0.005831,0.532886,0.846151,10.640625,10.875,10.640625,10.90625,1.0052,1.0052,3884.22,364440,1,0,0,0,0,0,0,0,13.698414,10.765625,2.932789,0.22,106.4421304735743,29.499485847888216
1934,284396230,2272,1690354778.46,1,0,0,0.0,29.496889377170135,106.4461146375868,317.885,-3.499,13.244,1.452,-0.152,-0.872,25.675,-0.631953196647383,0.819939274131095,7.781423696692917,0.031,1.497,9.328,78,266,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005169,0.005738,0.532312,0.846512,10.65625,10.875,10.65625,10.921875,1.0052,1.0052,3884.23,364441,1,0,0,0,0,0,0,0,13.698414,10.777344,2.92107,0.23,106.44213047359091,29.499485576738273
1935,284396240,2272,1690354778.48,1,0,0,0.0,29.496889648437495,106.44611490885416,317.887,-3.499,13.244,1.452,-0.165,-0.869,25.752,-1.225909207420397,0.336975043148998,7.705429324944181,-0.025,1.309,9.667,78,266,118,706,685,802,0.1,0.1,0.1,-2.9e-05,0.008429,0.003332,-0.005248,0.005653,0.531744,0.84687,10.65625,10.875,10.65625,10.921875,1.0052,1.0052,3884.24,364442,1,0,0,0,0,0,0,0,13.698414,10.777344,2.92107,0.24,106.4421307453204,29.499485848401992
